"","department_id","number_of_orders","number_of_first_orders","percentage"
"1062",1,498,216,0.43
"1063",1,415,287,0.69
"1064",1,337,125,0.37
"1065",1,533,331,0.62
"1066",1,14,9,0.64
"1067",1,734,378,0.51
"1068",1,108,42,0.39
"1069",1,28,13,0.46
"1070",1,16,12,0.75
"1071",1,20,5,0.25
"1072",1,46,34,0.74
"1073",1,4,3,0.75
"1074",1,1044,550,0.53
"1075",1,610,342,0.56
"1076",1,367,178,0.49
"1077",1,27,19,0.7
"1078",1,73,34,0.47
"1079",1,219,107,0.49
"1080",1,65,48,0.74
"1081",1,17,14,0.82
"1082",1,286,105,0.37
"1083",1,459,211,0.46
"1084",1,12,10,0.83
"1085",1,7,5,0.71
"1086",1,9,5,0.56
"1087",1,44,25,0.57
"1088",1,17,11,0.65
"1089",1,30,13,0.43
"1090",1,1834,836,0.46
"1091",1,13,7,0.54
"1092",1,19,13,0.68
"1093",1,36,19,0.53
"1094",1,19,15,0.79
"1095",1,3,1,0.33
"1096",1,564,271,0.48
"1097",1,99,62,0.63
"1098",1,227,138,0.61
"1099",1,298,158,0.53
"1100",1,3323,1134,0.34
"1101",1,26,16,0.62
"1102",1,1325,653,0.49
"1103",1,61,29,0.48
"1104",1,222,107,0.48
"1105",1,3,3,1
"1106",1,248,189,0.76
"1107",1,43,29,0.67
"1108",1,333,197,0.59
"1109",1,54,37,0.69
"1110",1,48,30,0.62
"1111",1,822,313,0.38
"1112",1,66,34,0.52
"1113",1,6,6,1
"1114",1,181,96,0.53
"1115",1,26,14,0.54
"1116",1,7,4,0.57
"1117",1,64,49,0.77
"1118",1,15,11,0.73
"1119",1,385,188,0.49
"1120",1,16,11,0.69
"1121",1,142,62,0.44
"1122",1,191,119,0.62
"1123",1,479,202,0.42
"1124",1,1105,489,0.44
"1125",1,477,137,0.29
"1126",1,1177,537,0.46
"1127",1,84,54,0.64
"1128",1,190,123,0.65
"1129",1,107,64,0.6
"1130",1,507,253,0.5
"1131",1,1890,678,0.36
"1132",1,424,227,0.54
"1133",1,1022,449,0.44
"1134",1,276,140,0.51
"1135",1,575,172,0.3
"1136",1,859,391,0.46
"1137",1,146,92,0.63
"1138",1,375,209,0.56
"1139",1,13,9,0.69
"1140",1,2547,486,0.19
"1141",1,10,9,0.9
"1142",1,123,38,0.31
"1143",1,143,105,0.73
"1144",1,110,61,0.55
"1145",1,42,33,0.79
"1146",1,109,54,0.5
"1147",1,67,38,0.57
"1148",1,45,31,0.69
"1149",1,8,6,0.75
"1150",1,234,112,0.48
"1151",1,528,364,0.69
"1152",1,480,264,0.55
"1153",1,17,13,0.76
"1154",1,64,45,0.7
"1155",1,260,159,0.61
"1156",1,1447,713,0.49
"1157",1,226,91,0.4
"1158",1,127,65,0.51
"1159",1,2769,1052,0.38
"1160",1,112,64,0.57
"1161",1,69,44,0.64
"1162",1,2117,1001,0.47
"1163",1,5517,2974,0.54
"1164",1,1281,647,0.51
"1165",1,42,19,0.45
"1166",1,49,19,0.39
"1167",1,12,11,0.92
"1168",1,1087,640,0.59
"1169",1,217,135,0.62
"1170",1,34,29,0.85
"1171",1,51,30,0.59
"1172",1,138,54,0.39
"1173",1,5484,2466,0.45
"1174",1,58,42,0.72
"1175",1,27,17,0.63
"1176",1,53,38,0.72
"1177",1,526,240,0.46
"1178",1,7,7,1
"1179",1,99,40,0.4
"1180",1,115,54,0.47
"1181",1,1496,730,0.49
"1182",1,1452,684,0.47
"1183",1,774,339,0.44
"1184",1,124,92,0.74
"1185",1,3412,1135,0.33
"1186",1,102,45,0.44
"1187",1,365,164,0.45
"1188",1,24,15,0.62
"1189",1,116,77,0.66
"1190",1,147,118,0.8
"1191",1,169,119,0.7
"1192",1,64,33,0.52
"1193",1,975,571,0.59
"1194",1,356,176,0.49
"1195",1,112,50,0.45
"1196",1,62,20,0.32
"1197",1,47,25,0.53
"1198",1,182,95,0.52
"1199",1,275,163,0.59
"1200",1,9,6,0.67
"1201",1,66,23,0.35
"1202",1,238,128,0.54
"1203",1,97,55,0.57
"1204",1,3028,1444,0.48
"1205",1,19,15,0.79
"1206",1,123,51,0.41
"1207",1,20,16,0.8
"1208",1,222,93,0.42
"1209",1,1069,426,0.4
"1210",1,1651,671,0.41
"1211",1,255,132,0.52
"1212",1,170,112,0.66
"1213",1,95,67,0.71
"1214",1,17,11,0.65
"1215",1,31,21,0.68
"1216",1,58,34,0.59
"1217",1,10,8,0.8
"1218",1,1708,854,0.5
"1219",1,116,61,0.53
"1220",1,96,36,0.38
"1221",1,1,1,1
"1222",1,2516,831,0.33
"1223",1,13,10,0.77
"1224",1,53,17,0.32
"1225",1,23,12,0.52
"1226",1,54,40,0.74
"1227",1,30,15,0.5
"1228",1,1078,804,0.75
"1229",1,1520,547,0.36
"1230",1,76,30,0.39
"1231",1,87,50,0.57
"1232",1,80,30,0.38
"1233",1,31,15,0.48
"1234",1,646,146,0.23
"1235",1,51,42,0.82
"1236",1,33,24,0.73
"1237",1,39,34,0.87
"1238",1,20228,8834,0.44
"1239",1,519,256,0.49
"1240",1,149,91,0.61
"1241",1,619,365,0.59
"1242",1,247,132,0.53
"1243",1,1056,450,0.43
"1244",1,432,195,0.45
"1245",1,374,240,0.64
"1246",1,20,14,0.7
"1247",1,1,1,1
"1248",1,39,17,0.44
"1249",1,107,57,0.53
"1250",1,23,7,0.3
"1251",1,15,10,0.67
"1252",1,30,14,0.47
"1253",1,436,189,0.43
"1254",1,65,25,0.38
"1255",1,50,33,0.66
"1256",1,4999,2154,0.43
"1257",1,358,211,0.59
"1258",1,48,21,0.44
"1259",1,21,10,0.48
"1260",1,1517,645,0.43
"1261",1,856,475,0.55
"1262",1,82,50,0.61
"1263",1,100,59,0.59
"1264",1,110,78,0.71
"1265",1,63,39,0.62
"1266",1,16,8,0.5
"1267",1,9,8,0.89
"1268",1,100,32,0.32
"1269",1,791,314,0.4
"1270",1,420,163,0.39
"1271",1,20,15,0.75
"1272",1,271,122,0.45
"1273",1,70,24,0.34
"1274",1,34,19,0.56
"1275",1,340,225,0.66
"1276",1,237,146,0.62
"1277",1,259,117,0.45
"1278",1,15,10,0.67
"1279",1,59,19,0.32
"1280",1,175,51,0.29
"1281",1,260,122,0.47
"1282",1,67,39,0.58
"1283",1,9,9,1
"1284",1,64,28,0.44
"1285",1,485,222,0.46
"1286",1,21,12,0.57
"1287",1,77,59,0.77
"1288",1,138,74,0.54
"1289",1,348,151,0.43
"1290",1,21,18,0.86
"1291",1,496,256,0.52
"1292",1,6,5,0.83
"1293",1,1,1,1
"1294",1,82,44,0.54
"1295",1,77,52,0.68
"1296",1,13,8,0.62
"1297",1,174,92,0.53
"1298",1,602,294,0.49
"1299",1,13,11,0.85
"1300",1,6,4,0.67
"1301",1,15,11,0.73
"1302",1,52,39,0.75
"1303",1,517,175,0.34
"1304",1,325,197,0.61
"1305",1,942,437,0.46
"1306",1,58,31,0.53
"1307",1,60,46,0.77
"1308",1,65,35,0.54
"1309",1,33,17,0.52
"1310",1,287,177,0.62
"1311",1,242,168,0.69
"1312",1,1967,1168,0.59
"1313",1,199,120,0.6
"1314",1,378,190,0.5
"1315",1,217,85,0.39
"1316",1,70,26,0.37
"1317",1,32,20,0.62
"1318",1,153,48,0.31
"1319",1,184,96,0.52
"1320",1,364,207,0.57
"1321",1,488,202,0.41
"1322",1,19,17,0.89
"1323",1,346,226,0.65
"1324",1,2101,895,0.43
"1325",1,21,12,0.57
"1326",1,226,95,0.42
"1327",1,7,6,0.86
"1328",1,88,71,0.81
"1329",1,36,26,0.72
"1330",1,484,184,0.38
"1331",1,153,108,0.71
"1332",1,1,1,1
"1333",1,46,23,0.5
"1334",1,8,7,0.88
"1335",1,88,51,0.58
"1336",1,2172,921,0.42
"1337",1,31,19,0.61
"1338",1,172,77,0.45
"1339",1,3936,1301,0.33
"1340",1,79,37,0.47
"1341",1,41,17,0.41
"1342",1,34,18,0.53
"1343",1,32,19,0.59
"1344",1,181,107,0.59
"1345",1,6,3,0.5
"1346",1,4,3,0.75
"1347",1,17,10,0.59
"1348",1,55,38,0.69
"1349",1,72,54,0.75
"1350",1,5,5,1
"1351",1,8,6,0.75
"1352",1,337,140,0.42
"1353",1,39,28,0.72
"1354",1,24,7,0.29
"1355",1,354,190,0.54
"1356",1,65,49,0.75
"1357",1,314,166,0.53
"1358",1,55,37,0.67
"1359",1,172,40,0.23
"1360",1,11,7,0.64
"1361",1,1109,431,0.39
"1362",1,63,30,0.48
"1363",1,167,88,0.53
"1364",1,14,10,0.71
"1365",1,3,3,1
"1366",1,15,9,0.6
"1367",1,269,168,0.62
"1368",1,24,11,0.46
"1369",1,226,109,0.48
"1370",1,2971,997,0.34
"1371",1,28,6,0.21
"1372",1,150,78,0.52
"1373",1,97,60,0.62
"1374",1,245,76,0.31
"1375",1,94,63,0.67
"1376",1,14,9,0.64
"1377",1,290,135,0.47
"1378",1,5,5,1
"1379",1,94,48,0.51
"1380",1,33,16,0.48
"1381",1,272,167,0.61
"1382",1,27,13,0.48
"1383",1,63,44,0.7
"1384",1,53,28,0.53
"1385",1,1335,542,0.41
"1386",1,645,230,0.36
"1387",1,46,20,0.43
"1388",1,288,169,0.59
"1389",1,9,7,0.78
"1390",1,57,43,0.75
"1391",1,18,12,0.67
"1392",1,169,66,0.39
"1393",1,73,36,0.49
"1394",1,129,66,0.51
"1395",1,17,15,0.88
"1396",1,1319,859,0.65
"1397",1,17,15,0.88
"1398",1,978,465,0.48
"1399",1,381,185,0.49
"1400",1,71,51,0.72
"1401",1,688,289,0.42
"1402",1,9,4,0.44
"1403",1,5,4,0.8
"1404",1,69,28,0.41
"1405",1,1040,687,0.66
"1406",1,7,7,1
"1407",1,211,142,0.67
"1408",1,7,7,1
"1409",1,13,10,0.77
"1410",1,41,22,0.54
"1411",1,33,25,0.76
"1412",1,53,23,0.43
"1413",1,40,15,0.38
"1414",1,526,284,0.54
"1415",1,4,3,0.75
"1416",1,2346,1213,0.52
"1417",1,286,148,0.52
"1418",1,56,43,0.77
"1419",1,13273,6127,0.46
"1420",1,15,12,0.8
"1421",1,2346,1019,0.43
"1422",1,40,16,0.4
"1423",1,11,7,0.64
"1424",1,58,42,0.72
"1425",1,27,11,0.41
"1426",1,47,23,0.49
"1427",1,501,160,0.32
"1428",1,46,25,0.54
"1429",1,10,8,0.8
"1430",1,431,238,0.55
"1431",1,191,108,0.57
"1432",1,3313,1568,0.47
"1433",1,153,119,0.78
"1434",1,703,300,0.43
"1435",1,225,111,0.49
"1436",1,8,7,0.88
"1437",1,59,24,0.41
"1438",1,99,62,0.63
"1439",1,299,200,0.67
"1440",1,62,32,0.52
"1441",1,549,173,0.32
"1442",1,4,2,0.5
"1443",1,79,38,0.48
"1444",1,13,9,0.69
"1445",1,4,2,0.5
"1446",1,241,133,0.55
"1447",1,111,58,0.52
"1448",1,3770,1757,0.47
"1449",1,938,471,0.5
"1450",1,751,358,0.48
"1451",1,47,44,0.94
"1452",1,223,118,0.53
"1453",1,493,218,0.44
"1454",1,380,199,0.52
"1455",1,10,10,1
"1456",1,45,32,0.71
"1457",1,9,7,0.78
"1458",1,100,33,0.33
"1459",1,1008,407,0.4
"1460",1,13,8,0.62
"1461",1,116,67,0.58
"1462",1,289,163,0.56
"1463",1,102,64,0.63
"1464",1,8,6,0.75
"1465",1,27,18,0.67
"1466",1,8548,2329,0.27
"1467",1,357,176,0.49
"1468",1,23,20,0.87
"1469",1,71,56,0.79
"1470",1,274,192,0.7
"1471",1,126,83,0.66
"1472",1,186,94,0.51
"1473",1,3,3,1
"1474",1,25,19,0.76
"1475",1,390,172,0.44
"1476",1,24,17,0.71
"1477",1,74,38,0.51
"1478",1,41,27,0.66
"1479",1,172,88,0.51
"1480",1,200,111,0.56
"1481",1,6922,2587,0.37
"1482",1,36,11,0.31
"1483",1,547,252,0.46
"1484",1,291,149,0.51
"1485",1,35,23,0.66
"1486",1,7,7,1
"1487",1,15,5,0.33
"1488",1,347,145,0.42
"1489",1,170,98,0.58
"1490",1,29905,11328,0.38
"1491",1,111,44,0.4
"1492",1,19,12,0.63
"1493",1,21,12,0.57
"1494",1,954,387,0.41
"1495",1,11,10,0.91
"1496",1,1075,463,0.43
"1497",1,5,4,0.8
"1498",1,861,466,0.54
"1499",1,9,8,0.89
"1500",1,28,21,0.75
"1501",1,611,297,0.49
"1502",1,1558,643,0.41
"1503",1,56,40,0.71
"1504",1,673,338,0.5
"1505",1,468,270,0.58
"1506",1,200,127,0.64
"1507",1,193,78,0.4
"1508",1,96,54,0.56
"1509",1,9,9,1
"1510",1,598,227,0.38
"1511",1,25,11,0.44
"1512",1,616,248,0.4
"1513",1,44,21,0.48
"1514",1,68,35,0.51
"1515",1,164,131,0.8
"1516",1,250,151,0.6
"1517",1,54,33,0.61
"1518",1,547,298,0.54
"1519",1,145,84,0.58
"1520",1,169,89,0.53
"1521",1,1159,698,0.6
"1522",1,368,197,0.54
"1523",1,214,99,0.46
"1524",1,218,80,0.37
"1525",1,51,38,0.75
"1526",1,21,18,0.86
"1527",1,33,11,0.33
"1528",1,150,78,0.52
"1529",1,92,18,0.2
"1530",1,20,10,0.5
"1531",1,4,3,0.75
"1532",1,34,27,0.79
"1533",1,30,22,0.73
"1534",1,240,164,0.68
"1535",1,94,46,0.49
"1536",1,702,386,0.55
"1537",1,48,29,0.6
"1538",1,62,31,0.5
"1539",1,135,69,0.51
"1540",1,66,31,0.47
"1541",1,650,387,0.6
"1542",1,117,61,0.52
"1543",1,21,8,0.38
"1544",1,28,15,0.54
"1545",1,98,51,0.52
"1546",1,1187,495,0.42
"1547",1,5,5,1
"1548",1,67,38,0.57
"1549",1,461,199,0.43
"1550",1,1048,659,0.63
"1551",1,7,6,0.86
"1552",1,4,4,1
"1553",1,67,30,0.45
"1554",1,1545,714,0.46
"1555",1,3,3,1
"1556",1,137,95,0.69
"1557",1,489,235,0.48
"1558",1,315,173,0.55
"1559",1,313,134,0.43
"1560",1,1509,631,0.42
"1561",1,14,11,0.79
"1562",1,269,155,0.58
"1563",1,12,8,0.67
"1564",1,2840,1401,0.49
"1565",1,11925,5647,0.47
"1566",1,94,51,0.54
"1567",1,82,36,0.44
"1568",1,668,412,0.62
"1569",1,43,22,0.51
"1570",1,276,132,0.48
"1571",1,410,261,0.64
"1572",1,26,19,0.73
"1573",1,67,46,0.69
"1574",1,41,30,0.73
"1575",1,207,83,0.4
"1576",1,169,50,0.3
"1577",1,110,79,0.72
"1578",1,11,8,0.73
"1579",1,34,27,0.79
"1580",1,46,23,0.5
"1581",1,450,144,0.32
"1582",1,2862,1384,0.48
"1583",1,80,52,0.65
"1584",1,1899,926,0.49
"1585",1,1490,666,0.45
"1586",1,5,4,0.8
"1587",1,34,26,0.76
"1588",1,29,23,0.79
"1589",1,282,116,0.41
"1590",1,191,87,0.46
"1591",1,63,42,0.67
"1592",1,143,62,0.43
"1593",1,189,111,0.59
"1594",1,27,25,0.93
"1595",1,125,58,0.46
"1596",1,251,127,0.51
"1597",1,74,55,0.74
"1598",1,86,44,0.51
"1599",1,852,518,0.61
"1600",1,329,158,0.48
"1601",1,2299,771,0.34
"1602",1,153,95,0.62
"1603",1,50,40,0.8
"1604",1,148,78,0.53
"1605",1,229,90,0.39
"1606",1,76,52,0.68
"1607",1,459,182,0.4
"1608",1,27,18,0.67
"1609",1,2113,955,0.45
"1610",1,737,326,0.44
"1611",1,151,103,0.68
"1612",1,13,10,0.77
"1613",1,491,259,0.53
"1614",1,25,18,0.72
"1615",1,307,193,0.63
"1616",1,2927,1278,0.44
"1617",1,13,6,0.46
"1618",1,119,79,0.66
"1619",1,7,5,0.71
"1620",1,8,3,0.38
"1621",1,10,8,0.8
"1622",1,5,3,0.6
"1623",1,42,22,0.52
"1624",1,472,202,0.43
"1625",1,23,17,0.74
"1626",1,41,28,0.68
"1627",1,23,11,0.48
"1628",1,210,132,0.63
"1629",1,8,4,0.5
"1630",1,87,49,0.56
"1631",1,200,107,0.54
"1632",1,58,31,0.53
"1633",1,26,22,0.85
"1634",1,415,198,0.48
"1635",1,349,173,0.5
"1636",1,211,103,0.49
"1637",1,40,27,0.68
"1638",1,136,44,0.32
"1639",1,319,161,0.5
"1640",1,112,63,0.56
"1641",1,34,16,0.47
"1642",1,71,43,0.61
"1643",1,609,254,0.42
"1644",1,946,473,0.5
"1645",1,211,93,0.44
"1646",1,15,10,0.67
"1647",1,16,13,0.81
"1648",1,4606,1416,0.31
"1649",1,824,421,0.51
"1650",1,49,30,0.61
"1651",1,159,64,0.4
"1652",1,295,172,0.58
"1653",1,230,152,0.66
"1654",1,526,205,0.39
"1655",1,786,280,0.36
"1656",1,120,46,0.38
"1657",1,177,145,0.82
"1658",1,761,485,0.64
"1659",1,299,101,0.34
"1660",1,154,55,0.36
"1661",1,4682,1413,0.3
"1662",1,20,6,0.3
"1663",1,42,22,0.52
"1664",1,10386,3753,0.36
"1665",1,905,383,0.42
"1666",1,267,141,0.53
"1667",1,326,200,0.61
"1668",1,16,8,0.5
"1669",1,13,12,0.92
"1670",1,51,31,0.61
"1671",1,63,19,0.3
"1672",1,13,12,0.92
"1673",1,65,48,0.74
"1674",1,24,15,0.62
"1675",1,283,137,0.48
"1676",1,97,39,0.4
"1677",1,496,323,0.65
"1678",1,30,14,0.47
"1679",1,560,254,0.45
"1680",1,868,528,0.61
"1681",1,57,36,0.63
"1682",1,19,13,0.68
"1683",1,62,32,0.52
"1684",1,7319,3585,0.49
"1685",1,462,223,0.48
"1686",1,78,25,0.32
"1687",1,88,46,0.52
"1688",1,296,144,0.49
"1689",1,53,28,0.53
"1690",1,84,39,0.46
"1691",1,8,4,0.5
"1692",1,151,73,0.48
"1693",1,70,27,0.39
"1694",1,644,291,0.45
"1695",1,45,24,0.53
"1696",1,554,339,0.61
"1697",1,258,125,0.48
"1698",1,149,96,0.64
"1699",1,15,15,1
"1700",1,42,29,0.69
"1701",1,1075,537,0.5
"1702",1,24,8,0.33
"1703",1,167,79,0.47
"1704",1,154,51,0.33
"1705",1,32887,11458,0.35
"1706",1,36,29,0.81
"1707",1,32,19,0.59
"1708",1,9,7,0.78
"1709",1,623,255,0.41
"1710",1,8,7,0.88
"1711",1,311,138,0.44
"1712",1,31,28,0.9
"1713",1,3056,1121,0.37
"1714",1,17,14,0.82
"1715",1,5,5,1
"1716",1,4,4,1
"1717",1,8,7,0.88
"1718",1,305,128,0.42
"1719",1,1221,701,0.57
"1720",1,21,13,0.62
"1721",1,13,10,0.77
"1722",1,1204,576,0.48
"1723",1,386,168,0.44
"1724",1,353,134,0.38
"1725",1,23,16,0.7
"1726",1,23,16,0.7
"1727",1,87,18,0.21
"1728",1,629,286,0.45
"1729",1,48,25,0.52
"1730",1,275,160,0.58
"1731",1,488,155,0.32
"1732",1,54,26,0.48
"1733",1,30,18,0.6
"1734",1,47,38,0.81
"1735",1,94,63,0.67
"1736",1,183,113,0.62
"1737",1,1021,432,0.42
"1738",1,643,303,0.47
"1739",1,4813,2159,0.45
"1740",1,281,130,0.46
"1741",1,505,199,0.39
"1742",1,1419,534,0.38
"1743",1,5,5,1
"1744",1,52,21,0.4
"1745",1,90,40,0.44
"1746",1,496,273,0.55
"1747",1,847,531,0.63
"1748",1,149,61,0.41
"1749",1,91,48,0.53
"1750",1,49,21,0.43
"1751",1,8,6,0.75
"1752",1,10,7,0.7
"1753",1,203,113,0.56
"1754",1,149,65,0.44
"1755",1,230,95,0.41
"1756",1,161,87,0.54
"1757",1,69,37,0.54
"1758",1,80,34,0.42
"1759",1,73,45,0.62
"1760",1,28,16,0.57
"1761",1,80,56,0.7
"1762",1,569,270,0.47
"1763",1,294,157,0.53
"1764",1,34,27,0.79
"1765",1,95,53,0.56
"1766",1,12,7,0.58
"1767",1,17,15,0.88
"1768",1,7,4,0.57
"1769",1,21,15,0.71
"1770",1,113,67,0.59
"1771",1,128,90,0.7
"1772",1,2194,762,0.35
"1773",1,32,16,0.5
"1774",1,2571,1220,0.47
"1775",1,46,33,0.72
"1776",1,97,49,0.51
"1777",1,4,4,1
"1778",1,2186,1339,0.61
"1779",1,57,40,0.7
"1780",1,146,89,0.61
"1781",1,19,12,0.63
"1782",1,4,3,0.75
"1783",1,63,33,0.52
"1784",1,47,43,0.91
"1785",1,100,59,0.59
"1786",1,1577,606,0.38
"1787",1,59,28,0.47
"1788",1,21,15,0.71
"1789",1,23,22,0.96
"1790",1,20,9,0.45
"1791",1,1936,741,0.38
"1792",1,510,310,0.61
"1793",1,1430,624,0.44
"1794",1,56,27,0.48
"1795",1,62,18,0.29
"1796",1,306,143,0.47
"1797",1,29,15,0.52
"1798",1,98,66,0.67
"1799",1,546,240,0.44
"1800",1,45,25,0.56
"1801",1,76,41,0.54
"1802",1,1779,1047,0.59
"1803",1,91,54,0.59
"1804",1,1981,673,0.34
"1805",1,79,33,0.42
"1806",1,1030,436,0.42
"1807",1,5,4,0.8
"1808",1,1810,1044,0.58
"1809",1,98,56,0.57
"1810",1,93,48,0.52
"1811",1,303,213,0.7
"1812",1,909,236,0.26
"1813",1,49,36,0.73
"1814",1,201,94,0.47
"1815",1,715,344,0.48
"1816",1,13,6,0.46
"1817",1,4,4,1
"1818",1,39,17,0.44
"1819",1,26,15,0.58
"1820",1,157,90,0.57
"1821",1,83,39,0.47
"1822",1,40,25,0.62
"1823",1,11,6,0.55
"1824",1,54,28,0.52
"1825",1,3694,1755,0.48
"1826",1,17,12,0.71
"1827",1,10,8,0.8
"1828",1,107,71,0.66
"1829",1,48,26,0.54
"1830",1,1255,684,0.55
"1831",1,111,49,0.44
"1832",1,678,336,0.5
"1833",1,126,58,0.46
"1834",1,4446,1939,0.44
"1835",1,607,373,0.61
"1836",1,844,439,0.52
"1837",1,3514,1540,0.44
"1838",1,10,6,0.6
"1839",1,80,35,0.44
"1840",1,125,56,0.45
"1841",1,307,162,0.53
"1842",1,1697,665,0.39
"1843",1,2092,1046,0.5
"1844",1,25,19,0.76
"1845",1,2902,1375,0.47
"1846",1,62,37,0.6
"1847",1,848,388,0.46
"1848",1,482,222,0.46
"1849",1,59,31,0.53
"1850",1,1861,1062,0.57
"1851",1,338,158,0.47
"1852",1,1,1,1
"1853",1,21,15,0.71
"1854",1,1408,659,0.47
"1855",1,20,11,0.55
"1856",1,126,62,0.49
"1857",1,1388,796,0.57
"1858",1,255,144,0.56
"1859",1,7,4,0.57
"1860",1,132,47,0.36
"1861",1,1738,586,0.34
"1862",1,785,333,0.42
"1863",1,9,5,0.56
"1864",1,7,6,0.86
"1865",1,12,8,0.67
"1866",1,537,226,0.42
"1867",1,368,155,0.42
"1868",1,29,21,0.72
"1869",1,542,352,0.65
"1870",1,313,125,0.4
"1871",1,873,426,0.49
"1872",1,79,51,0.65
"1873",1,156,75,0.48
"1874",1,8,7,0.88
"1875",1,55,30,0.55
"1876",1,859,365,0.42
"1877",1,54,39,0.72
"1878",1,277,152,0.55
"1879",1,90,51,0.57
"1880",1,872,355,0.41
"1881",1,8559,4719,0.55
"1882",1,284,144,0.51
"1883",1,306,172,0.56
"1884",1,543,201,0.37
"1885",1,52,43,0.83
"1886",1,31,18,0.58
"1887",1,82,38,0.46
"1888",1,117,76,0.65
"1889",1,8,7,0.88
"1890",1,183,102,0.56
"1891",1,975,488,0.5
"1892",1,176,96,0.55
"1893",1,101,64,0.63
"1894",1,44,30,0.68
"1895",1,136,69,0.51
"1896",1,28,11,0.39
"1897",1,583,318,0.55
"1898",1,375,171,0.46
"1899",1,1052,529,0.5
"1900",1,530,267,0.5
"1901",1,274,138,0.5
"1902",1,45,24,0.53
"1903",1,126,73,0.58
"1904",1,14,11,0.79
"1905",1,13,7,0.54
"1906",1,11,9,0.82
"1907",1,299,152,0.51
"1908",1,5892,3097,0.53
"1909",1,39,21,0.54
"1910",1,157,58,0.37
"1911",1,25,18,0.72
"1912",1,758,344,0.45
"1913",1,1078,564,0.52
"1914",1,59,26,0.44
"1915",1,343,220,0.64
"1916",1,268,131,0.49
"1917",1,1,1,1
"1918",1,106,75,0.71
"1919",1,43,25,0.58
"1920",1,2154,1149,0.53
"1921",1,14,7,0.5
"1922",1,246,179,0.73
"1923",1,10,9,0.9
"1924",1,78,47,0.6
"1925",1,50,38,0.76
"1926",1,79,41,0.52
"1927",1,1376,669,0.49
"1928",1,684,343,0.5
"1929",1,65,45,0.69
"1930",1,1366,612,0.45
"1931",1,8,4,0.5
"1932",1,698,452,0.65
"1933",1,38,24,0.63
"1934",1,1665,712,0.43
"1935",1,950,485,0.51
"1936",1,110,59,0.54
"1937",1,643,379,0.59
"1938",1,11,9,0.82
"1939",1,682,350,0.51
"1940",1,70,36,0.51
"1941",1,142,82,0.58
"1942",1,5,5,1
"1943",1,6562,2449,0.37
"1944",1,63,23,0.37
"1945",1,78,52,0.67
"1946",1,44,30,0.68
"1947",1,36,25,0.69
"1948",1,26,23,0.88
"1949",1,7040,2525,0.36
"1950",1,94,77,0.82
"1951",1,507,254,0.5
"1952",1,15,14,0.93
"1953",1,11,6,0.55
"1954",1,1632,790,0.48
"1955",1,9,7,0.78
"1956",1,375,228,0.61
"1957",1,102,55,0.54
"1958",1,56,19,0.34
"1959",1,3,3,1
"1960",1,2017,610,0.3
"1961",1,35,22,0.63
"1962",1,5140,3095,0.6
"1963",1,183,122,0.67
"1964",1,122,58,0.48
"1965",1,1178,489,0.42
"1966",1,464,355,0.77
"1967",1,58,38,0.66
"1968",1,216,114,0.53
"1969",1,8,5,0.62
"1970",1,116,68,0.59
"1971",1,88,57,0.65
"1972",1,95,58,0.61
"1973",1,147,71,0.48
"1974",1,1260,559,0.44
"1975",1,22,18,0.82
"1976",1,758,384,0.51
"1977",1,394,204,0.52
"1978",1,31445,11715,0.37
"1979",1,23,10,0.43
"1980",1,67,59,0.88
"1981",1,68,18,0.26
"1982",1,36,22,0.61
"1983",1,123,77,0.63
"1984",1,75,45,0.6
"1985",1,14313,4347,0.3
"1986",1,52,25,0.48
"1987",1,182,154,0.85
"1988",1,3812,1775,0.47
"1989",1,26,21,0.81
"1990",1,59,28,0.47
"1991",1,754,358,0.47
"1992",1,184,85,0.46
"1993",1,116,80,0.69
"1994",1,8,5,0.62
"1995",1,9,7,0.78
"1996",1,227,147,0.65
"1997",1,5,4,0.8
"1998",1,17,13,0.76
"1999",1,2584,1336,0.52
"2000",1,51,38,0.75
"2001",1,188,142,0.76
"2002",1,4,4,1
"2003",1,220,144,0.65
"2004",1,57,43,0.75
"2005",1,24,13,0.54
"2006",1,611,216,0.35
"2007",1,2237,892,0.4
"2008",1,426,251,0.59
"2009",1,403,197,0.49
"2010",1,53,28,0.53
"2011",1,36,23,0.64
"2012",1,401,173,0.43
"2013",1,117,84,0.72
"2014",1,73,47,0.64
"2015",1,236,138,0.58
"2016",1,9,8,0.89
"2017",1,45,21,0.47
"2018",1,54,40,0.74
"2019",1,127,68,0.54
"2020",1,48,31,0.65
"2021",1,21,18,0.86
"2022",1,9,8,0.89
"2023",1,1287,623,0.48
"2024",1,197,96,0.49
"2025",1,434,244,0.56
"2026",1,13,10,0.77
"2027",1,14,11,0.79
"2028",1,182,112,0.62
"2029",1,503,210,0.42
"2030",1,142,92,0.65
"2031",1,57,38,0.67
"2032",1,60,33,0.55
"2033",1,11,5,0.45
"2034",1,95,52,0.55
"2035",1,4,4,1
"2036",1,3,3,1
"2037",1,24,18,0.75
"2038",1,28,10,0.36
"2039",1,234,89,0.38
"2040",1,63,43,0.68
"2041",1,97,56,0.58
"2042",1,207,105,0.51
"2043",1,258,168,0.65
"2044",1,8,7,0.88
"2045",1,5,5,1
"2046",1,374,255,0.68
"2047",1,201,140,0.7
"2048",1,1357,577,0.43
"2049",1,75,37,0.49
"2050",1,41,31,0.76
"2051",1,129,67,0.52
